user_id,role,day,login_hour,files_accessed,session_minutes
D3_U01,employee,1,10,9,84
D3_U01,employee,2,12,15,124
D3_U01,employee,3,16,8,80
D3_U01,employee,4,17,10,126
D3_U01,employee,5,7,5,81
D3_U01,employee,6,10,6,119
D3_U01,employee,7,11,9,86
D3_U01,employee,8,20,6,95
D3_U01,employee,9,12,6,110
D3_U01,employee,10,17,8,68
D3_U01,employee,11,16,9,83
D3_U01,employee,12,6,5,113
D3_U01,employee,13,19,13,60
D3_U01,employee,14,19,9,175
D3_U01,employee,15,21,14,121
D3_U01,employee,16,12,15,29
D3_U01,employee,17,0,13,105
D3_U01,employee,18,13,8,157
D3_U01,employee,19,3,15,119
D3_U01,employee,20,7,9,88
D3_U01,employee,21,19,3,88
D3_U01,employee,22,11,11,48
D3_U01,employee,23,18,12,81
D3_U01,employee,24,14,14,84
D3_U01,employee,25,10,9,36
D3_U01,employee,26,12,17,120
D3_U01,employee,27,8,12,7
D3_U01,employee,28,18,13,61
D3_U01,employee,29,13,8,38
D3_U01,employee,30,12,13,71
D3_U02,contractor,1,1,12,104
D3_U02,contractor,2,2,5,96
D3_U02,contractor,3,4,12,127
D3_U02,contractor,4,8,7,77
D3_U02,contractor,5,11,9,127
D3_U02,contractor,6,5,8,134
D3_U02,contractor,7,2,17,93
D3_U02,contractor,8,6,7,96
D3_U02,contractor,9,1,5,114
D3_U02,contractor,10,11,10,48
D3_U02,contractor,11,17,4,68
D3_U02,contractor,12,22,9,90
D3_U02,contractor,13,14,8,156
D3_U02,contractor,14,22,10,91
D3_U02,contractor,15,20,10,89
D3_U02,contractor,16,23,13,119
D3_U02,contractor,17,15,10,99
D3_U02,contractor,18,19,6,128
D3_U02,contractor,19,0,5,93
D3_U02,contractor,20,0,6,164
D3_U02,contractor,21,6,15,122
D3_U02,contractor,22,12,4,47
D3_U02,contractor,23,23,10,105
D3_U02,contractor,24,3,10,129
D3_U02,contractor,25,4,15,136
D3_U02,contractor,26,2,5,145
D3_U02,contractor,27,2,6,81
D3_U02,contractor,28,19,10,50
D3_U02,contractor,29,2,7,51
D3_U02,contractor,30,0,7,139
D3_U03,contractor,1,20,2,107
D3_U03,contractor,2,12,9,89
D3_U03,contractor,3,7,8,52
D3_U03,contractor,4,14,11,62
D3_U03,contractor,5,9,9,5
D3_U03,contractor,6,14,3,117
D3_U03,contractor,7,16,9,115
D3_U03,contractor,8,4,11,106
D3_U03,contractor,9,5,7,62
D3_U03,contractor,10,0,13,88
D3_U03,contractor,11,4,7,67
D3_U03,contractor,12,4,9,40
D3_U03,contractor,13,5,8,163
D3_U03,contractor,14,12,19,100
D3_U03,contractor,15,22,8,171
D3_U03,contractor,16,17,6,113
D3_U03,contractor,17,21,12,86
D3_U03,contractor,18,8,9,73
D3_U03,contractor,19,9,7,22
D3_U03,contractor,20,14,12,90
D3_U03,contractor,21,7,11,119
D3_U03,contractor,22,10,9,32
D3_U03,contractor,23,10,10,126
D3_U03,contractor,24,10,10,39
D3_U03,contractor,25,2,8,73
D3_U03,contractor,26,2,10,69
D3_U03,contractor,27,21,9,114
D3_U03,contractor,28,9,3,159
D3_U03,contractor,29,17,5,50
D3_U03,contractor,30,2,8,95
D3_U04,contractor,1,18,6,97
D3_U04,contractor,2,15,16,58
D3_U04,contractor,3,4,7,50
D3_U04,contractor,4,3,11,95
D3_U04,contractor,5,15,12,52
D3_U04,contractor,6,12,11,61
D3_U04,contractor,7,16,3,74
D3_U04,contractor,8,9,7,25
D3_U04,contractor,9,12,12,42
D3_U04,contractor,10,6,11,92
D3_U04,contractor,11,1,9,45
D3_U04,contractor,12,6,6,86
D3_U04,contractor,13,5,12,85
D3_U04,contractor,14,19,5,5
D3_U04,contractor,15,10,8,120
D3_U04,contractor,16,13,18,175
D3_U04,contractor,17,2,20,74
D3_U04,contractor,18,21,11,146
D3_U04,contractor,19,15,9,30
D3_U04,contractor,20,20,13,46
D3_U04,contractor,21,1,4,87
D3_U04,contractor,22,11,9,79
D3_U04,contractor,23,13,12,126
D3_U04,contractor,24,3,9,70
D3_U04,contractor,25,17,15,111
D3_U04,contractor,26,21,13,72
D3_U04,contractor,27,9,9,174
D3_U04,contractor,28,8,11,117
D3_U04,contractor,29,3,15,80
D3_U04,contractor,30,22,10,47
D3_U05,contractor,1,20,8,37
D3_U05,contractor,2,15,5,5
D3_U05,contractor,3,8,8,170
D3_U05,contractor,4,23,11,115
D3_U05,contractor,5,13,9,79
D3_U05,contractor,6,11,9,99
D3_U05,contractor,7,12,15,19
D3_U05,contractor,8,8,6,87
D3_U05,contractor,9,4,12,100
D3_U05,contractor,10,19,9,87
D3_U05,contractor,11,11,9,92
D3_U05,contractor,12,14,7,65
D3_U05,contractor,13,17,10,55
D3_U05,contractor,14,4,15,124
D3_U05,contractor,15,18,8,147
D3_U05,contractor,16,5,17,107
D3_U05,contractor,17,4,12,142
D3_U05,contractor,18,5,12,72
D3_U05,contractor,19,10,8,64
D3_U05,contractor,20,21,13,151
D3_U05,contractor,21,17,8,103
D3_U05,contractor,22,20,12,102
D3_U05,contractor,23,7,9,145
D3_U05,contractor,24,20,12,134
D3_U05,contractor,25,16,3,111
D3_U05,contractor,26,20,9,213
D3_U05,contractor,27,19,17,87
D3_U05,contractor,28,11,13,116
D3_U05,contractor,29,14,10,100
D3_U05,contractor,30,7,18,105
D3_U06,employee,1,17,12,39
D3_U06,employee,2,22,13,104
D3_U06,employee,3,23,12,40
D3_U06,employee,4,7,10,119
D3_U06,employee,5,0,7,53
D3_U06,employee,6,14,6,5
D3_U06,employee,7,7,9,148
D3_U06,employee,8,13,12,104
D3_U06,employee,9,14,8,99
D3_U06,employee,10,9,7,88
D3_U06,employee,11,17,9,119
D3_U06,employee,12,3,6,127
D3_U06,employee,13,21,10,56
D3_U06,employee,14,14,12,98
D3_U06,employee,15,2,10,85
D3_U06,employee,16,8,9,89
D3_U06,employee,17,8,10,96
D3_U06,employee,18,5,6,44
D3_U06,employee,19,12,15,106
D3_U06,employee,20,20,5,99
D3_U06,employee,21,8,12,65
D3_U06,employee,22,23,15,113
D3_U06,employee,23,15,12,45
D3_U06,employee,24,21,15,64
D3_U06,employee,25,17,10,129
D3_U06,employee,26,3,12,99
D3_U06,employee,27,20,13,76
D3_U06,employee,28,0,10,32
D3_U06,employee,29,5,12,85
D3_U06,employee,30,0,10,104
D3_U07,manager,1,13,9,140
D3_U07,manager,2,2,9,5
D3_U07,manager,3,3,10,52
D3_U07,manager,4,16,11,94
D3_U07,manager,5,3,8,39
D3_U07,manager,6,20,15,23
D3_U07,manager,7,11,14,41
D3_U07,manager,8,3,8,34
D3_U07,manager,9,6,8,42
D3_U07,manager,10,14,13,174
D3_U07,manager,11,10,8,14
D3_U07,manager,12,14,9,176
D3_U07,manager,13,22,5,96
D3_U07,manager,14,16,9,93
D3_U07,manager,15,14,11,70
D3_U07,manager,16,18,9,86
D3_U07,manager,17,4,9,108
D3_U07,manager,18,0,19,112
D3_U07,manager,19,15,11,111
D3_U07,manager,20,16,10,98
D3_U07,manager,21,20,7,119
D3_U07,manager,22,10,10,69
D3_U07,manager,23,15,4,118
D3_U07,manager,24,1,10,55
D3_U07,manager,25,18,7,90
D3_U07,manager,26,0,9,33
D3_U07,manager,27,2,13,72
D3_U07,manager,28,14,12,134
D3_U07,manager,29,6,6,92
D3_U07,manager,30,23,10,63
D3_U08,employee,1,7,14,129
D3_U08,employee,2,8,16,67
D3_U08,employee,3,1,10,122
D3_U08,employee,4,22,6,79
D3_U08,employee,5,21,8,96
D3_U08,employee,6,19,8,118
D3_U08,employee,7,9,12,29
D3_U08,employee,8,8,17,142
D3_U08,employee,9,8,9,135
D3_U08,employee,10,11,9,58
D3_U08,employee,11,20,5,83
D3_U08,employee,12,20,14,27
D3_U08,employee,13,22,11,98
D3_U08,employee,14,18,7,97
D3_U08,employee,15,20,15,126
D3_U08,employee,16,5,7,114
D3_U08,employee,17,22,7,137
D3_U08,employee,18,13,11,55
D3_U08,employee,19,2,6,114
D3_U08,employee,20,3,11,55
D3_U08,employee,21,21,18,81
D3_U08,employee,22,14,9,47
D3_U08,employee,23,12,9,72
D3_U08,employee,24,8,10,90
D3_U08,employee,25,3,10,106
D3_U08,employee,26,22,10,54
D3_U08,employee,27,6,11,52
D3_U08,employee,28,0,9,74
D3_U08,employee,29,1,9,69
D3_U08,employee,30,2,6,73
D3_U09,contractor,1,8,17,168
D3_U09,contractor,2,21,7,24
D3_U09,contractor,3,17,9,95
D3_U09,contractor,4,19,14,150
D3_U09,contractor,5,15,9,137
D3_U09,contractor,6,5,5,63
D3_U09,contractor,7,16,5,108
D3_U09,contractor,8,10,14,46
D3_U09,contractor,9,0,8,68
